DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2012,81.2,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2013,85.4,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2014,94.4,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2015,100.0,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2016,112.8,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2017,128.9,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2018,161.4,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2019,190.3,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2020,214.8,
ESTAT:STS_COPI_A(1.0),01/03/23 11:00:00,A,CSTI,CPA_F41001_X_410014,NSA,I15,TR,2021,302.2,
